File accession	File format	Output type	Experiment accession	Assay	Biosample organism	Experiment target	Size	Assembly
ENCFF640HPW	bam	alignments	ENCSR071NFQ	ChIP-seq	Homo sapiens	STAT1-human	865590386	GRCh38
ENCFF923LMN	bam	alignments	ENCSR907MZR	ChIP-seq	Homo sapiens	TRIM24-human	4150617098	GRCh38
ENCFF692KWR	bam	alignments	ENCSR000BKW	ChIP-seq	Homo sapiens	FOXA1-human	587701159	GRCh38
ENCFF345ZQZ	bam	alignments	ENCSR776LDJ	ChIP-seq	Homo sapiens	ZNF645-human	5413971731	GRCh38
ENCFF850FRG	bam	alignments	ENCSR000BNV	ChIP-seq	Homo sapiens	MEF2A-human	552219646	GRCh38
ENCFF894YZH	bam	alignments	ENCSR892ZTO	ChIP-seq	Homo sapiens	ZNF548-human	5067675520	GRCh38
ENCFF233KNQ	bam	alignments	ENCSR338MMB	ChIP-seq	Homo sapiens	NR2F2-human	638863160	GRCh38
ENCFF507UWE	bam	alignments	ENCSR663ZZZ	ChIP-seq	Homo sapiens	MNT-human	4993270501	GRCh38
ENCFF688NWX	bam	alignments	ENCSR853ADA	ChIP-seq	Homo sapiens	NRF1-human	537930120	GRCh38
ENCFF920UGA	bam	alignments	ENCSR000DNM	ChIP-seq	Homo sapiens	NFYB-human	216585698	GRCh38
ENCFF117KAP	bam	alignments	ENCSR031URL	ChIP-seq	Homo sapiens	XRCC5-human	745812924	GRCh38
ENCFF853LEL	bam	alignments	ENCSR761LRR	ChIP-seq	Homo sapiens	ZNF512B-human	4739487818	GRCh38
ENCFF374OTR	bam	alignments	ENCSR549WAU	ChIP-seq	Homo sapiens	CTCF-human	4679640717	GRCh38
ENCFF604JZN	bam	alignments	ENCSR558HTE	ChIP-seq	Homo sapiens	CTCF-human	2279732950	GRCh38
ENCFF803OPC	bam	alignments	ENCSR000DZL	ChIP-seq	Homo sapiens	ZNF143-human	480760362	GRCh38
ENCFF300VIN	bam	alignments	ENCSR773JBP	ChIP-seq	Homo sapiens	CTCF-human	3609890045	GRCh38
ENCFF540BCR	bam	alignments	ENCSR686PFM	ChIP-seq	Homo sapiens	NR3C1-human	626808639	GRCh38
ENCFF548STS	bam	alignments	ENCSR739IHN	ChIP-seq	Homo sapiens	TBX21-human	2070136854	GRCh38
ENCFF461MWZ	bam	alignments	ENCSR952GOL	ChIP-seq	Homo sapiens	NR3C1-human	681588192	GRCh38
ENCFF455DUC	bam	alignments	ENCSR324RCI	ChIP-seq	Homo sapiens	FOXA1-human	795016172	GRCh38
ENCFF219RUS	bam	alignments	ENCSR096LSN	ChIP-seq	Homo sapiens	ZNF311-human	4621651948	GRCh38
ENCFF887LAD	bam	alignments	ENCSR107GRP	ChIP-seq	Homo sapiens	MLLT1-human	4181847246	GRCh38
ENCFF460NNC	bam	alignments	ENCSR261VAS	ChIP-seq	Homo sapiens	CTCF-human	1635013440	GRCh38
ENCFF492NUF	bam	alignments	ENCSR000BMV	ChIP-seq	Homo sapiens	FOSL1-human	509906295	GRCh38
ENCFF293YRI	bam	alignments	ENCSR720DXT	ChIP-seq	Homo sapiens	NR3C1-human	634134285	GRCh38
ENCFF136IZY	bam	alignments	ENCSR760UKJ	ChIP-seq	Homo sapiens	ARNT-human	5074868655	GRCh38
ENCFF339EOA	bam	alignments	ENCSR661NXJ	ChIP-seq	Homo sapiens	CTCF-human	3356304028	GRCh38
ENCFF719FYJ	bam	alignments	ENCSR869IUD	ChIP-seq	Homo sapiens	ATF2-human	3840034908	GRCh38
ENCFF415SIE	bam	alignments	ENCSR000BPE	ChIP-seq	Homo sapiens	SP1-human	1012420132	GRCh38
ENCFF847XNM	bam	alignments	ENCSR310NYI	ChIP-seq	Homo sapiens	FOXA2-human	1359912781	GRCh38
ENCFF285CII	bam	alignments	ENCSR178DEG	ChIP-seq	Homo sapiens	NR2C1-human	2602940586	GRCh38
ENCFF343QUJ	bam	alignments	ENCSR071XWO	ChIP-seq	Homo sapiens	CTCF-human	2959644438	GRCh38
ENCFF954UFL	bam	alignments	ENCSR255CTA	ChIP-seq	Homo sapiens	NR3C1-human	499351941	GRCh38
ENCFF828CLY	bam	alignments	ENCSR903ELW	ChIP-seq	Homo sapiens	CREM-human	1075842115	GRCh38
ENCFF728VLB	bam	alignments	ENCSR000EEC	ChIP-seq	Homo sapiens	MAFF-human	821406334	GRCh38
ENCFF696MVS	bam	alignments	ENCSR000DMM	ChIP-seq	Homo sapiens	MYC-human	844546760	GRCh38
ENCFF282WQV	bam	alignments	ENCSR000DSU	ChIP-seq	Homo sapiens	CTCF-human	526502388	GRCh38
ENCFF323IVG	bam	alignments	ENCSR492LTS	ChIP-seq	Homo sapiens	BCLAF1-human	3575086421	GRCh38
ENCFF358SGU	bam	alignments	ENCSR611JJS	ChIP-seq	Homo sapiens	CTCF-human	517203242	GRCh38
ENCFF892YBG	bam	alignments	ENCSR000BIQ	ChIP-seq	Homo sapiens	SIX5-human	518254704	GRCh38
ENCFF852ZPS	bam	alignments	ENCSR396SOH	ChIP-seq	Homo sapiens	ZNF792-human	1691832631	GRCh38
ENCFF080WHB	bam	alignments	ENCSR516HUP	ChIP-seq	Homo sapiens	ZBTB33-human	1138076271	GRCh38
ENCFF232NLC	bam	alignments	ENCSR000DMR	ChIP-seq	Homo sapiens	CTCF-human	962167867	GRCh38
ENCFF010LCB	bam	alignments	ENCSR785UCD	ChIP-seq	Homo sapiens	ZNF8-human	4404928343	GRCh38
ENCFF912PMA	bam	alignments	ENCSR000DYI	ChIP-seq	Homo sapiens	CEBPB-human	634374726	GRCh38
ENCFF219MZR	bam	alignments	ENCSR691GRA	ChIP-seq	Homo sapiens	NR3C1-human	666729239	GRCh38
ENCFF157QUV	bam	alignments	ENCSR843ZUP	ChIP-seq	Homo sapiens	EP300-human	3933136776	GRCh38
ENCFF515YFJ	bam	alignments	ENCSR159OCC	ChIP-seq	Homo sapiens	ATF1-human	822971267	GRCh38
ENCFF872NJT	bam	alignments	ENCSR352QSB	ChIP-seq	Homo sapiens	RXRA-human	1303725632	GRCh38
ENCFF645WYX	bam	alignments	ENCSR728MWW	ChIP-seq	Homo sapiens	ZIC2-human	5040284283	GRCh38
ENCFF256UVH	bam	alignments	ENCSR756KRS	ChIP-seq	Homo sapiens	CTCF-human	7839774332	GRCh38
ENCFF145ZDW	bam	alignments	ENCSR648INT	ChIP-seq	Homo sapiens	ILK-human	3267556444	GRCh38
ENCFF440DMK	bam	alignments	ENCSR000DLZ	ChIP-seq	Homo sapiens	MYC-human	198489847	GRCh38
ENCFF564CXM	bam	alignments	ENCSR998AJK	ChIP-seq	Homo sapiens	NRF1-human	4394573976	GRCh38
ENCFF599CQU	bam	alignments	ENCSR636MKU	ChIP-seq	Homo sapiens	BACH1-human	2659275111	GRCh38
ENCFF024ELD	bam	alignments	ENCSR038FOS	ChIP-seq	Homo sapiens	CTCF-human	2847663416	GRCh38
ENCFF626ZDC	bam	alignments	ENCSR000BHX	ChIP-seq	Homo sapiens	USF1-human	354250870	GRCh38
ENCFF469ACE	bam	alignments	ENCSR000BPK	ChIP-seq	Homo sapiens	REST-human	133691322	GRCh38
ENCFF581DEV	bam	alignments	ENCSR167XFW	ChIP-seq	Homo sapiens	ZNF544-human	4539409249	GRCh38
ENCFF874SPI	bam	alignments	ENCSR434XLP	ChIP-seq	Homo sapiens	CTCF-human	2483293189	GRCh38
ENCFF136LTE	bam	alignments	ENCSR288IJC	ChIP-seq	Homo sapiens	MAZ-human	5445945766	GRCh38
ENCFF044HXX	bam	alignments	ENCSR735KEY	ChIP-seq	Homo sapiens	FOXA1-human	1067040430	GRCh38
ENCFF427CQP	bam	alignments	ENCSR342THD	ChIP-seq	Homo sapiens	BCLAF1-human	4154454376	GRCh38
ENCFF641PXS	bam	alignments	ENCSR837GTK	ChIP-seq	Homo sapiens	JUND-human	1224715512	GRCh38
ENCFF929HOD	bam	alignments	ENCSR460XGV	ChIP-seq	Homo sapiens	MNT-human	3932158263	GRCh38
ENCFF415FHO	bam	alignments	ENCSR838RUX	ChIP-seq	Homo sapiens	CTCF-human	3482055748	GRCh38
ENCFF754BHC	bam	alignments	ENCSR861JUQ	ChIP-seq	Homo sapiens	FOXK2-human	7619322716	GRCh38
ENCFF045PCB	bam	alignments	ENCSR619QFT	ChIP-seq	Homo sapiens	ZNF300-human	4637498538	GRCh38
ENCFF741LEE	bam	alignments	ENCSR000ATU	ChIP-seq	Homo sapiens	CBX2-human	314703900	GRCh38
ENCFF384OOV	bam	alignments	ENCSR604CNJ	ChIP-seq	Homo sapiens	ZNF416-human	5224585619	GRCh38
ENCFF476XBN	bam	alignments	ENCSR991VVW	ChIP-seq	Homo sapiens	JUN-human	742609466	GRCh38
ENCFF127FFH	bam	alignments	ENCSR182QWU	ChIP-seq	Homo sapiens	ZNF3-human	832241361	GRCh38
ENCFF703WUV	bam	alignments	ENCSR559KAB	ChIP-seq	Homo sapiens	CTCF-human	2608975920	GRCh38
ENCFF592PPU	bam	alignments	ENCSR234HEM	ChIP-seq	Homo sapiens	CTCF-human	4027684270	GRCh38
ENCFF471KSC	bam	alignments	ENCSR798IJO	ChIP-seq	Homo sapiens	NR2F6-human	1171157212	GRCh38
ENCFF587PVQ	bam	alignments	ENCSR863KUB	ChIP-seq	Homo sapiens	TCF7-human	1069440142	GRCh38
ENCFF180KHA	bam	alignments	ENCSR867WPH	ChIP-seq	Homo sapiens	REST-human	1909373258	GRCh38
ENCFF054IKS	bam	alignments	ENCSR258SXK	ChIP-seq	Homo sapiens	SFPQ-human	523872438	GRCh38
ENCFF565AIC	bam	alignments	ENCSR582ZOA	ChIP-seq	Homo sapiens	NFIB-human	5685083770	GRCh38
ENCFF920VEX	bam	alignments	ENCSR287UXS	ChIP-seq	Homo sapiens	CTCF-human	631672911	GRCh38
ENCFF417QDU	bam	alignments	ENCSR038GMB	ChIP-seq	Homo sapiens	GABPA-human	911729109	GRCh38
ENCFF996ASC	bam	alignments	ENCSR966YYJ	ChIP-seq	Homo sapiens	BMI1-human	4929089090	GRCh38
ENCFF167ZAW	bam	alignments	ENCSR000BJG	ChIP-seq	Homo sapiens	TCF12-human	507564616	GRCh38
ENCFF887LKI	bam	alignments	ENCSR571BUF	ChIP-seq	Homo sapiens	ARHGAP35-human	6468266480	GRCh38
ENCFF686NWU	bam	alignments	ENCSR744YJR	ChIP-seq	Homo sapiens	CTCF-human	3358648811	GRCh38
ENCFF046ZDT	bam	alignments	ENCSR769WKR	ChIP-seq	Homo sapiens	CTCF-human	2418362159	GRCh38
ENCFF102VJO	bam	alignments	ENCSR145TSJ	ChIP-seq	Homo sapiens	ATF4-human	3468020208	GRCh38
ENCFF113CDP	bam	alignments	ENCSR811JJM	ChIP-seq	Homo sapiens	ZNF19-human	3618492770	GRCh38
ENCFF820NUO	bam	alignments	ENCSR000EFD	ChIP-seq	Homo sapiens	RFX5-human	598455762	GRCh38
ENCFF485UGO	bam	alignments	ENCSR000DMC	ChIP-seq	Homo sapiens	CTCF-human	186622192	GRCh38
ENCFF572FNE	bam	alignments	ENCSR564YYW	ChIP-seq	Homo sapiens	ZNF157-human	4423144541	GRCh38
ENCFF521EJT	bam	alignments	ENCSR205FOW	ChIP-seq	Homo sapiens	ATF3-human	1414498841	GRCh38
ENCFF232XTK	bam	alignments	ENCSR297GII	ChIP-seq	Homo sapiens	HNF4G-human	1260248597	GRCh38
ENCFF340SPK	bam	alignments	ENCSR000DZQ	ChIP-seq	Homo sapiens	EBF1-human	617910247	GRCh38
ENCFF752IEK	bam	alignments	ENCSR062HDL	ChIP-seq	Homo sapiens	HSF1-human	3788992563	GRCh38
ENCFF204KRO	bam	alignments	ENCSR303GFI	ChIP-seq	Homo sapiens	CTCF-human	3324177848	GRCh38
ENCFF903NKV	bam	alignments	ENCSR692ILH	ChIP-seq	Homo sapiens	CTCF-human	5699938908	GRCh38
ENCFF939NEW	bam	alignments	ENCSR000EFG	ChIP-seq	Homo sapiens	RCOR1-human	773704603	GRCh38
ENCFF679DHO	bam	alignments	ENCSR604UJV	ChIP-seq	Homo sapiens	IRF2-human	1623315757	GRCh38
ENCFF396AXY	bam	alignments	ENCSR117WTM	ChIP-seq	Homo sapiens	ZNF24-human	3203536114	GRCh38
ENCFF703CKR	bam	alignments	ENCSR302AWT	ChIP-seq	Homo sapiens	FOXK2-human	3008581364	GRCh38
ENCFF712JVJ	bam	alignments	ENCSR000BKC	ChIP-seq	Homo sapiens	ATF3-human	301598600	GRCh38
ENCFF058IMO	bam	alignments	ENCSR391ZKN	ChIP-seq	Homo sapiens	CTCF-human	3643447141	GRCh38
ENCFF661JYQ	bam	alignments	ENCSR847DIT	ChIP-seq	Homo sapiens	MAX-human	1237242463	GRCh38
ENCFF645MAL	bam	alignments	ENCSR458VTP	ChIP-seq	Homo sapiens	NR3C1-human	790303679	GRCh38
ENCFF163XSL	bam	alignments	ENCSR000BJZ	ChIP-seq	Homo sapiens	BCLAF1-human	1028045683	GRCh38
ENCFF236GOA	bam	alignments	ENCSR784VIQ	ChIP-seq	Homo sapiens	NR2C1-human	3241851579	GRCh38
ENCFF022LJH	bam	alignments	ENCSR788RSW	ChIP-seq	Homo sapiens	SOX6-human	6238605838	GRCh38
ENCFF563SWH	bam	alignments	ENCSR534NZI	ChIP-seq	Homo sapiens	ZNF195-human	5147957466	GRCh38
ENCFF432CZZ	bam	alignments	ENCSR466VYP	ChIP-seq	Homo sapiens	ZNF266-human	2841467915	GRCh38
ENCFF318GHN	bam	alignments	ENCSR000BKY	ChIP-seq	Homo sapiens	FOXA1-human	369188505	GRCh38
ENCFF775TBT	bam	alignments	ENCSR544APK	ChIP-seq	Homo sapiens	CTCF-human	2662532750	GRCh38
ENCFF444NCW	bam	alignments	ENCSR186NVR	ChIP-seq	Homo sapiens	CTCF-human	3211482238	GRCh38
ENCFF123JQA	bam	alignments	ENCSR313BMV	ChIP-seq	Homo sapiens	EP300-human	2883229961	GRCh38
ENCFF529KBB	bam	alignments	ENCSR697YIN	ChIP-seq	Homo sapiens	CTCF-human	2981278863	GRCh38
ENCFF409ETZ	bam	alignments	ENCSR233MWH	ChIP-seq	Homo sapiens	ZNF670-human	3468948695	GRCh38
ENCFF740KXF	bam	alignments	ENCSR928API	ChIP-seq	Homo sapiens	RFX1-human	5641532600	GRCh38
ENCFF618RFZ	bam	alignments	ENCSR620DUQ	ChIP-seq	Homo sapiens	CREB1-human	4715181415	GRCh38
ENCFF736KZH	bam	alignments	ENCSR502KPJ	ChIP-seq	Homo sapiens	ZNF843-human	4992588247	GRCh38
ENCFF960VKL	bam	alignments	ENCSR290ZOS	ChIP-seq	Homo sapiens	EGR1-human	664078365	GRCh38
ENCFF651CKC	bam	alignments	ENCSR000DKZ	ChIP-seq	Homo sapiens	CTCF-human	385032379	GRCh38
ENCFF210CWN	bam	alignments	ENCSR551MLB	ChIP-seq	Homo sapiens	EP300-human	2586302527	GRCh38
ENCFF002PPW	bam	alignments	ENCSR987MTA	ChIP-seq	Homo sapiens	BHLHE40-human	2381016182	GRCh38
ENCFF546BUY	bam	alignments	ENCSR252QYR	ChIP-seq	Homo sapiens	CTCF-human	1314627296	GRCh38
ENCFF204TUQ	bam	alignments	ENCSR000BMW	ChIP-seq	Homo sapiens	REST-human	246811240	GRCh38
ENCFF057NJA	bam	alignments	ENCSR631WAA	ChIP-seq	Homo sapiens	ZBTB17-human	4484750007	GRCh38
ENCFF717HZW	bam	alignments	ENCSR000BJT	ChIP-seq	Homo sapiens	NR3C1-human	360259329	GRCh38
ENCFF903YUY	bam	alignments	ENCSR000DLG	ChIP-seq	Homo sapiens	CTCF-human	364319073	GRCh38
ENCFF573EJQ	bam	alignments	ENCSR000DTA	ChIP-seq	Homo sapiens	CTCF-human	516431583	GRCh38
ENCFF559OOA	bam	alignments	ENCSR637QAM	ChIP-seq	Homo sapiens	TRIM22-human	5406770191	GRCh38
ENCFF349STY	bam	alignments	ENCSR858FAN	ChIP-seq	Homo sapiens	ZNF621-human	4931662282	GRCh38
ENCFF238GNM	bam	alignments	ENCSR464DKE	ChIP-seq	Homo sapiens	CTCF-human	1188585183	GRCh38
ENCFF558UMD	bam	alignments	ENCSR502NRF	ChIP-seq	Homo sapiens	ELF1-human	4527966622	GRCh38
ENCFF948AXY	bam	alignments	ENCSR497IAS	ChIP-seq	Homo sapiens	ZNF747-human	5452672855	GRCh38
ENCFF780OIC	bam	alignments	ENCSR776AEL	ChIP-seq	Homo sapiens	CTCF-human	3982291322	GRCh38
ENCFF253HOC	bam	alignments	ENCSR818DQV	ChIP-seq	Homo sapiens	MAFG-human	3999119712	GRCh38
ENCFF225QIR	bam	alignments	ENCSR946ZLI	ChIP-seq	Homo sapiens	KLF13-human	3380322571	GRCh38
ENCFF814CHV	bam	alignments	ENCSR000EZW	ChIP-seq	Homo sapiens	JUN-human	311839170	GRCh38
ENCFF640XZS	bam	alignments	ENCSR936XTK	ChIP-seq	Homo sapiens	ZNF143-human	4536875532	GRCh38
ENCFF829XLC	bam	alignments	ENCSR608HVP	ChIP-seq	Homo sapiens	KLF13-human	3781074241	GRCh38
ENCFF925ICV	bam	alignments	ENCSR773NQB	ChIP-seq	Homo sapiens	NR3C1-human	538817169	GRCh38
ENCFF319BJC	bam	alignments	ENCSR103SZL	ChIP-seq	Homo sapiens	TFAP4-human	928585355	GRCh38
ENCFF081WNV	bam	alignments	ENCSR961PPA	ChIP-seq	Homo sapiens	ATF2-human	2293903468	GRCh38
ENCFF924YHD	bam	alignments	ENCSR928KOR	ChIP-seq	Homo sapiens	GMEB1-human	4629594085	GRCh38
ENCFF107MGS	bam	alignments	ENCSR074VAI	ChIP-seq	Homo sapiens	ZIK1-human	4296048590	GRCh38
ENCFF582ZOC	bam	alignments	ENCSR264RJX	ChIP-seq	Homo sapiens	POU5F1-human	768141068	GRCh38
ENCFF899NMU	bam	alignments	ENCSR000BQV	ChIP-seq	Homo sapiens	SP4-human	844477274	GRCh38
ENCFF920YQZ	bam	alignments	ENCSR073TPC	ChIP-seq	Homo sapiens	CTCF-human	3396811767	GRCh38
ENCFF642ALB	bam	alignments	ENCSR981CID	ChIP-seq	Homo sapiens	CTCF-human	3287200902	GRCh38
ENCFF052ISO	bam	alignments	ENCSR567XAM	ChIP-seq	Homo sapiens	ZNF473-human	5106156887	GRCh38
ENCFF261FCS	bam	alignments	ENCSR819WZE	ChIP-seq	Homo sapiens	CBX1-human	1084097352	GRCh38
ENCFF294DBF	bam	alignments	ENCSR093FKD	ChIP-seq	Homo sapiens	CREB3-human	2334268629	GRCh38
ENCFF982QKE	bam	alignments	ENCSR552XSN	ChIP-seq	Homo sapiens	MLLT1-human	4270284184	GRCh38
ENCFF592PEU	bam	alignments	ENCSR676ZEF	ChIP-seq	Homo sapiens	ZNF398-human	4947425448	GRCh38
ENCFF378QWS	bam	alignments	ENCSR550HCT	ChIP-seq	Homo sapiens	KLF1-human	5308384950	GRCh38
ENCFF076IGY	bam	alignments	ENCSR224QDY	ChIP-seq	Homo sapiens	ZNF121-human	4884300367	GRCh38
ENCFF255AHN	bam	alignments	ENCSR000EFM	ChIP-seq	Homo sapiens	CEBPB-human	446779071	GRCh38
ENCFF758JXA	bam	alignments	ENCSR655ECZ	ChIP-seq	Homo sapiens	CTCF-human	2818684849	GRCh38
ENCFF887MQT	bam	alignments	ENCSR331BDJ	ChIP-seq	Homo sapiens	NKRF-human	4109651847	GRCh38
ENCFF787VIZ	bam	alignments	ENCSR031ING	ChIP-seq	Homo sapiens	KDM6A-human	1025266255	GRCh38
ENCFF916PMP	bam	alignments	ENCSR000BIP	ChIP-seq	Homo sapiens	BCL11A-human	570621284	GRCh38
ENCFF553FEG	bam	alignments	ENCSR742TMU	ChIP-seq	Homo sapiens	ZNF282-human	4395899483	GRCh38
ENCFF691OFH	bam	alignments	ENCSR000BQU	ChIP-seq	Homo sapiens	ATF2-human	979583245	GRCh38
ENCFF102OPY	bam	alignments	ENCSR932ZMX	ChIP-seq	Homo sapiens	CTCF-human	667499788	GRCh38
ENCFF244EFU	bam	alignments	ENCSR732PJX	ChIP-seq	Homo sapiens	NKRF-human	3572010102	GRCh38
ENCFF703HXP	bam	alignments	ENCSR000BIZ	ChIP-seq	Homo sapiens	ESR1-human	530783851	GRCh38
ENCFF056OHH	bam	alignments	ENCSR000BRA	ChIP-seq	Homo sapiens	CREB1-human	357614968	GRCh38
ENCFF897JTB	bam	alignments	ENCSR602BTS	ChIP-seq	Homo sapiens	EP300-human	762384393	GRCh38
ENCFF771HUT	bam	alignments	ENCSR167QIJ	ChIP-seq	Homo sapiens	EP300-human	856120686	GRCh38
ENCFF571NTO	bam	alignments	ENCSR365DQH	ChIP-seq	Homo sapiens	ZNF211-human	3553706130	GRCh38
ENCFF136ZLW	bam	alignments	ENCSR338SEM	ChIP-seq	Homo sapiens	ZNF248-human	4306718847	GRCh38
ENCFF459VZA	bam	alignments	ENCSR196HGZ	ChIP-seq	Homo sapiens	JUND-human	1242049797	GRCh38
ENCFF025LBM	bam	alignments	ENCSR460MBI	ChIP-seq	Homo sapiens	ZBTB20-human	4431351654	GRCh38
ENCFF696XHK	bam	alignments	ENCSR501NSC	ChIP-seq	Homo sapiens	ZSCAN26-human	4295245822	GRCh38
ENCFF516KHW	bam	alignments	ENCSR304XUZ	ChIP-seq	Homo sapiens	CTCF-human	3160611746	GRCh38
ENCFF880ZXO	bam	alignments	ENCSR000DKA	ChIP-seq	Homo sapiens	GATA2-human	891818812	GRCh38
ENCFF440GGX	bam	alignments	ENCSR000DUG	ChIP-seq	Homo sapiens	CTCF-human	447335381	GRCh38
ENCFF325BGM	bam	alignments	ENCSR000BRD	ChIP-seq	Homo sapiens	FOXA1-human	510539331	GRCh38
ENCFF026AUZ	bam	alignments	ENCSR000ANO	ChIP-seq	Homo sapiens	CTCF-human	154529774	GRCh38
ENCFF793JKZ	bam	alignments	ENCSR000EFE	ChIP-seq	Homo sapiens	MXI1-human	428886124	GRCh38
ENCFF924CYX	bam	alignments	ENCSR000EFS	ChIP-seq	Homo sapiens	JUN-human	383729217	GRCh38
ENCFF658RFI	bam	alignments	ENCSR000EYB	ChIP-seq	Homo sapiens	GATA2-human	685459745	GRCh38
ENCFF142CAK	bam	alignments	ENCSR355ALW	ChIP-seq	Homo sapiens	CTCF-human	1857650078	GRCh38
ENCFF158BYF	bam	alignments	ENCSR772EEN	ChIP-seq	Homo sapiens	RELA-human	3948178839	GRCh38
ENCFF058LBG	bam	alignments	ENCSR897RVP	ChIP-seq	Homo sapiens	ZNF514-human	4447741649	GRCh38
ENCFF949ENV	bam	alignments	ENCSR635GTR	ChIP-seq	Homo sapiens	TEAD2-human	4045558156	GRCh38
ENCFF498EFE	bam	alignments	ENCSR787RVK	ChIP-seq	Homo sapiens	TSC22D4-human	3701443888	GRCh38
ENCFF174ZGG	bam	alignments	ENCSR736BUG	ChIP-seq	Homo sapiens	EGR1-human	805226909	GRCh38
ENCFF935OOR	bam	alignments	ENCSR000DZX	ChIP-seq	Homo sapiens	IRF3-human	670126053	GRCh38
ENCFF101DVO	bam	alignments	ENCSR000EUN	ChIP-seq	Homo sapiens	ZNF274-human	111098465	GRCh38
ENCFF858TGO	bam	alignments	ENCSR665KYH	ChIP-seq	Homo sapiens	ZNF521-human	4230258502	GRCh38
ENCFF042XMV	bam	alignments	ENCSR954WVZ	ChIP-seq	Homo sapiens	ESRRA-human	5799284544	GRCh38
ENCFF916MUM	bam	alignments	ENCSR070VXO	ChIP-seq	Homo sapiens	NR3C1-human	723986984	GRCh38
ENCFF642RHD	bam	alignments	ENCSR000EWM	ChIP-seq	Homo sapiens	GATA1-human	134875210	GRCh38
ENCFF756RTB	bam	alignments	ENCSR822CEA	ChIP-seq	Homo sapiens	CTCF-human	4179104793	GRCh38
ENCFF263NOT	bam	alignments	ENCSR000BGE	ChIP-seq	Homo sapiens	SRF-human	630867459	GRCh38
ENCFF580GMF	bam	alignments	ENCSR000BHA	ChIP-seq	Homo sapiens	BCL11A-human	602501977	GRCh38
ENCFF925EOE	bam	alignments	ENCSR028YEV	ChIP-seq	Homo sapiens	CTCF-human	9776135408	GRCh38
ENCFF022LUZ	bam	alignments	ENCSR206ETG	ChIP-seq	Homo sapiens	CTCF-human	4827625641	GRCh38
ENCFF458VET	bam	alignments	ENCSR000BMX	ChIP-seq	Homo sapiens	GATA3-human	831890910	GRCh38
ENCFF015LMA	bam	alignments	ENCSR000BKP	ChIP-seq	Homo sapiens	JUND-human	657514861	GRCh38
ENCFF615LVR	bam	alignments	ENCSR396QWK	ChIP-seq	Homo sapiens	MBD1-human	756800422	GRCh38
ENCFF359GMW	bam	alignments	ENCSR886OEO	ChIP-seq	Homo sapiens	EP300-human	1656161285	GRCh38
ENCFF618RUK	bam	alignments	ENCSR547TGL	ChIP-seq	Homo sapiens	ZNF701-human	5168976996	GRCh38
ENCFF317OFS	bam	alignments	ENCSR000DWX	ChIP-seq	Homo sapiens	CTCF-human	273086359	GRCh38
ENCFF508JKO	bam	alignments	ENCSR720HUL	ChIP-seq	Homo sapiens	E2F1-human	1789971113	GRCh38
ENCFF525MRS	bam	alignments	ENCSR000DUP	ChIP-seq	Homo sapiens	CTCF-human	403400647	GRCh38
ENCFF490SNQ	bam	alignments	ENCSR770IWO	ChIP-seq	Homo sapiens	CTCF-human	3633523446	GRCh38
ENCFF607DUB	bam	alignments	ENCSR178QVJ	ChIP-seq	Homo sapiens	ZNF274-human	5160850416	GRCh38
ENCFF089UIV	bam	alignments	ENCSR000DVP	ChIP-seq	Homo sapiens	CTCF-human	187597578	GRCh38
ENCFF095SWL	bam	alignments	ENCSR714LYA	ChIP-seq	Homo sapiens	PRDM2-human	5791477142	GRCh38
ENCFF326SGF	bam	alignments	ENCSR000EEB	ChIP-seq	Homo sapiens	MAFK-human	1132486383	GRCh38
ENCFF938DPX	bam	alignments	ENCSR534VHI	ChIP-seq	Homo sapiens	ETS1-human	890518029	GRCh38
ENCFF918JWJ	bam	alignments	ENCSR547LKC	ChIP-seq	Homo sapiens	GATAD2B-human	4736900055	GRCh38
ENCFF874WSE	bam	alignments	ENCSR635XLM	ChIP-seq	Homo sapiens	EP300-human	2487006065	GRCh38
ENCFF169HTN	bam	alignments	ENCSR906UPC	ChIP-seq	Homo sapiens	EP300-human	5180266704	GRCh38
ENCFF015XKO	bam	alignments	ENCSR482PMN	ChIP-seq	Homo sapiens	CTCF-human	3844842998	GRCh38
ENCFF405UYE	bam	alignments	ENCSR696LQU	ChIP-seq	Homo sapiens	EP300-human	3805033588	GRCh38
ENCFF928JGK	bam	alignments	ENCSR155KHM	ChIP-seq	Homo sapiens	ARNT-human	3935894236	GRCh38
ENCFF959BPW	bam	alignments	ENCSR360BLQ	ChIP-seq	Homo sapiens	EP300-human	4548438620	GRCh38
ENCFF666UIT	bam	alignments	ENCSR751PNN	ChIP-seq	Homo sapiens	ZNF112-human	4629952430	GRCh38
ENCFF602FGJ	bam	alignments	ENCSR632SIM	ChIP-seq	Homo sapiens	ZFHX2-human	5680891486	GRCh38
ENCFF513UKV	bam	alignments	ENCSR370NFS	ChIP-seq	Homo sapiens	ZNF280A-human	2456554174	GRCh38
ENCFF421SOC	bam	alignments	ENCSR876UYH	ChIP-seq	Homo sapiens	ZHX2-human	836210688	GRCh38
ENCFF550RLX	bam	alignments	ENCSR994YLZ	ChIP-seq	Homo sapiens	YY1-human	664892396	GRCh38
ENCFF280TYK	bam	alignments	ENCSR000DYD	ChIP-seq	Homo sapiens	CTCF-human	821161925	GRCh38
ENCFF488QXW	bam	alignments	ENCSR875PEI	ChIP-seq	Homo sapiens	TRIM22-human	3970792660	GRCh38
ENCFF264FVO	bam	alignments	ENCSR721QZV	ChIP-seq	Homo sapiens	ZSCAN18-human	4842801995	GRCh38
