File accession	File format	Output type	Experiment accession	Assay	Biosample organism	Experiment target	Size	Assembly
ENCFF089XMI	bam	alignments	ENCSR000FAU	ChIP-seq	Homo sapiens	STAT1-human	321446364	GRCh38
ENCFF263PLG	bam	alignments	ENCSR000FAU	ChIP-seq	Homo sapiens	STAT1-human	259462570	GRCh38
ENCFF879CUM	bam	alignments	ENCSR528PSI	ChIP-seq	Homo sapiens	HLF-human	1943705307	GRCh38
ENCFF207GHC	bam	alignments	ENCSR528PSI	ChIP-seq	Homo sapiens	HLF-human	2065635913	GRCh38
ENCFF628FHG	bam	alignments	ENCSR017CEO	ChIP-seq	Homo sapiens	CUX1-human	4548235221	GRCh38
ENCFF096WSH	bam	alignments	ENCSR017CEO	ChIP-seq	Homo sapiens	CUX1-human	5214328322	GRCh38
ENCFF538HJQ	bam	alignments	ENCSR978EQY	ChIP-seq	Homo sapiens	GLI2-human	3474553404	GRCh38
ENCFF695FUY	bam	alignments	ENCSR978EQY	ChIP-seq	Homo sapiens	GLI2-human	7011415187	GRCh38
ENCFF412DRO	bam	alignments	ENCSR000FCD	ChIP-seq	Homo sapiens	SMAD5-human	1401333874	GRCh38
ENCFF033UID	bam	alignments	ENCSR000FCD	ChIP-seq	Homo sapiens	SMAD5-human	1313034347	GRCh38
ENCFF514RAQ	bam	alignments	ENCSR425MXK	ChIP-seq	Homo sapiens	HES2-human	606319578	GRCh38
ENCFF007EXO	bam	alignments	ENCSR425MXK	ChIP-seq	Homo sapiens	HES2-human	637038695	GRCh38
ENCFF796APY	bam	alignments	ENCSR425MXK	ChIP-seq	Homo sapiens	HES2-human	676794255	GRCh38
ENCFF738UWF	bam	alignments	ENCSR157CEN	ChIP-seq	Homo sapiens	ZNF205-human	1761292029	GRCh38
ENCFF268WQR	bam	alignments	ENCSR157CEN	ChIP-seq	Homo sapiens	ZNF205-human	2026785858	GRCh38
ENCFF982AFE	bam	alignments	ENCSR000EGE	ChIP-seq	Homo sapiens	EP300-human	865139476	GRCh38
ENCFF200PYZ	bam	alignments	ENCSR000EGE	ChIP-seq	Homo sapiens	EP300-human	916814166	GRCh38
ENCFF067KIS	bam	alignments	ENCSR807LQP	ChIP-seq	Homo sapiens	SP2-human	5485801631	GRCh38
ENCFF615BCC	bam	alignments	ENCSR807LQP	ChIP-seq	Homo sapiens	SP2-human	5849533182	GRCh38
ENCFF159AJM	bam	alignments	ENCSR324LTM	ChIP-seq	Homo sapiens	OSR2-human	3803745390	GRCh38
ENCFF396LUF	bam	alignments	ENCSR324LTM	ChIP-seq	Homo sapiens	OSR2-human	4723580143	GRCh38
ENCFF577DPU	bam	alignments	ENCSR000BHE	ChIP-seq	Homo sapiens	NR3C1-human	546033690	GRCh38
ENCFF230UCT	bam	alignments	ENCSR000BHE	ChIP-seq	Homo sapiens	NR3C1-human	732260860	GRCh38
ENCFF475QQN	bam	alignments	ENCSR000DRF	ChIP-seq	Homo sapiens	CTCF-human	206682878	GRCh38
ENCFF872QZA	bam	alignments	ENCSR000DRF	ChIP-seq	Homo sapiens	CTCF-human	372224928	GRCh38
ENCFF885FNR	bam	alignments	ENCSR000DRI	ChIP-seq	Homo sapiens	CTCF-human	423371871	GRCh38
ENCFF770DAM	bam	alignments	ENCSR000DRI	ChIP-seq	Homo sapiens	CTCF-human	383124123	GRCh38
ENCFF002FHN	bam	alignments	ENCSR000FCE	ChIP-seq	Homo sapiens	ETV6-human	1034444747	GRCh38
ENCFF836NST	bam	alignments	ENCSR000FCE	ChIP-seq	Homo sapiens	ETV6-human	1074173245	GRCh38
ENCFF535OXV	bam	alignments	ENCSR588MQZ	ChIP-seq	Homo sapiens	ZNF626-human	3324029132	GRCh38
ENCFF581GFE	bam	alignments	ENCSR588MQZ	ChIP-seq	Homo sapiens	ZNF626-human	4598057455	GRCh38
ENCFF005KPN	bam	alignments	ENCSR588MQZ	ChIP-seq	Homo sapiens	ZNF626-human	6162116581	GRCh38
ENCFF613CDR	bam	alignments	ENCSR000EWL	ChIP-seq	Homo sapiens	E2F4-human	115937822	GRCh38
ENCFF156NIH	bam	alignments	ENCSR000EWL	ChIP-seq	Homo sapiens	E2F4-human	242277887	GRCh38
ENCFF449CDS	bam	alignments	ENCSR223TAV	ChIP-seq	Homo sapiens	PRDM10-human	4028240150	GRCh38
ENCFF642MUY	bam	alignments	ENCSR223TAV	ChIP-seq	Homo sapiens	PRDM10-human	4236985355	GRCh38
ENCFF555QMG	bam	alignments	ENCSR230PTV	ChIP-seq	Homo sapiens	ZBTB2-human	4525972530	GRCh38
ENCFF273NVY	bam	alignments	ENCSR230PTV	ChIP-seq	Homo sapiens	ZBTB2-human	3647879895	GRCh38
ENCFF955QCB	bam	alignments	ENCSR000DSZ	ChIP-seq	Homo sapiens	CTCF-human	433619344	GRCh38
ENCFF473LHB	bam	alignments	ENCSR000DSZ	ChIP-seq	Homo sapiens	CTCF-human	816561039	GRCh38
ENCFF079SPF	bam	alignments	ENCSR957LDM	ChIP-seq	Homo sapiens	TRIM24-human	3657861769	GRCh38
ENCFF738QLQ	bam	alignments	ENCSR957LDM	ChIP-seq	Homo sapiens	TRIM24-human	4395963823	GRCh38
ENCFF162MTY	bam	alignments	ENCSR839XZU	ChIP-seq	Homo sapiens	CREM-human	1054788070	GRCh38
ENCFF614KRR	bam	alignments	ENCSR839XZU	ChIP-seq	Homo sapiens	CREM-human	1056986153	GRCh38
ENCFF844CVM	bam	alignments	ENCSR408JQO	ChIP-seq	Homo sapiens	IRF3-human	4171149707	GRCh38
ENCFF541BNH	bam	alignments	ENCSR408JQO	ChIP-seq	Homo sapiens	IRF3-human	4192789093	GRCh38
ENCFF363YKW	bam	alignments	ENCSR077DKV	ChIP-seq	Homo sapiens	CREM-human	970248899	GRCh38
ENCFF473NMO	bam	alignments	ENCSR077DKV	ChIP-seq	Homo sapiens	CREM-human	1375839326	GRCh38
ENCFF131WPU	bam	alignments	ENCSR000BNY	ChIP-seq	Homo sapiens	ZBTB33-human	160142741	GRCh38
ENCFF015UAQ	bam	alignments	ENCSR000BNY	ChIP-seq	Homo sapiens	ZBTB33-human	815179651	GRCh38
ENCFF698NSE	bam	alignments	ENCSR501DKS	ChIP-seq	Homo sapiens	TCF7-human	1034909066	GRCh38
ENCFF662NBQ	bam	alignments	ENCSR501DKS	ChIP-seq	Homo sapiens	TCF7-human	1406049840	GRCh38
ENCFF215YFO	bam	alignments	ENCSR636YLV	ChIP-seq	Homo sapiens	MAZ-human	989605846	GRCh38
ENCFF754RTV	bam	alignments	ENCSR636YLV	ChIP-seq	Homo sapiens	MAZ-human	642156618	GRCh38
ENCFF417FHN	bam	alignments	ENCSR124BJR	ChIP-seq	Homo sapiens	ETV6-human	725898596	GRCh38
ENCFF003FNG	bam	alignments	ENCSR124BJR	ChIP-seq	Homo sapiens	ETV6-human	796413587	GRCh38
ENCFF246DMM	bam	alignments	ENCSR080CST	ChIP-seq	Homo sapiens	ZNF639-human	3976232014	GRCh38
ENCFF803XTQ	bam	alignments	ENCSR080CST	ChIP-seq	Homo sapiens	ZNF639-human	4515144335	GRCh38
ENCFF154GZC	bam	alignments	ENCSR000DYT	ChIP-seq	Homo sapiens	SREBF2-human	838024224	GRCh38
ENCFF637TAF	bam	alignments	ENCSR000DYT	ChIP-seq	Homo sapiens	SREBF2-human	868362773	GRCh38
ENCFF122RSM	bam	alignments	ENCSR175SZH	ChIP-seq	Homo sapiens	ZSCAN29-human	3536898643	GRCh38
ENCFF450TNG	bam	alignments	ENCSR175SZH	ChIP-seq	Homo sapiens	ZSCAN29-human	3580481332	GRCh38
ENCFF183KFV	bam	alignments	ENCSR679KXF	ChIP-seq	Homo sapiens	ZNF23-human	4966926315	GRCh38
ENCFF197XQY	bam	alignments	ENCSR679KXF	ChIP-seq	Homo sapiens	ZNF23-human	6242754659	GRCh38
ENCFF687IOA	bam	alignments	ENCSR799GOY	ChIP-seq	Homo sapiens	YBX1-human	5840169144	GRCh38
ENCFF973ZYR	bam	alignments	ENCSR799GOY	ChIP-seq	Homo sapiens	YBX1-human	6052121803	GRCh38
ENCFF811NLF	bam	alignments	ENCSR000BIY	ChIP-seq	Homo sapiens	ESR1-human	438721804	GRCh38
ENCFF880RHB	bam	alignments	ENCSR000BIY	ChIP-seq	Homo sapiens	ESR1-human	517056020	GRCh38
ENCFF639ZZI	bam	alignments	ENCSR000DOO	ChIP-seq	Homo sapiens	FOS-human	905973959	GRCh38
ENCFF034OHU	bam	alignments	ENCSR000DOO	ChIP-seq	Homo sapiens	FOS-human	956233063	GRCh38
ENCFF014BMO	bam	alignments	ENCSR000DON	ChIP-seq	Homo sapiens	FOS-human	597271965	GRCh38
ENCFF098DSP	bam	alignments	ENCSR000DON	ChIP-seq	Homo sapiens	FOS-human	899548469	GRCh38
ENCFF177BJF	bam	alignments	ENCSR000EBR	ChIP-seq	Homo sapiens	MXI1-human	831173782	GRCh38
ENCFF995WDJ	bam	alignments	ENCSR000EBR	ChIP-seq	Homo sapiens	MXI1-human	994185740	GRCh38
ENCFF425FSK	bam	alignments	ENCSR000BND	ChIP-seq	Homo sapiens	ZEB1-human	210995610	GRCh38
ENCFF582LPW	bam	alignments	ENCSR000BND	ChIP-seq	Homo sapiens	ZEB1-human	295221415	GRCh38
ENCFF589IBH	bam	alignments	ENCSR953DVM	ChIP-seq	Homo sapiens	E2F8-human	3189099028	GRCh38
ENCFF514FRG	bam	alignments	ENCSR953DVM	ChIP-seq	Homo sapiens	E2F8-human	4310261140	GRCh38
ENCFF812FMM	bam	alignments	ENCSR000EFF	ChIP-seq	Homo sapiens	MAZ-human	608698216	GRCh38
ENCFF035PHI	bam	alignments	ENCSR000EFF	ChIP-seq	Homo sapiens	MAZ-human	760575740	GRCh38
ENCFF993OXP	bam	alignments	ENCSR000BRP	ChIP-seq	Homo sapiens	TEAD4-human	195224823	GRCh38
ENCFF175QJE	bam	alignments	ENCSR000BRP	ChIP-seq	Homo sapiens	TEAD4-human	1137360615	GRCh38
ENCFF953ZZL	bam	alignments	ENCSR000EHE	ChIP-seq	Homo sapiens	CEBPB-human	630166655	GRCh38
ENCFF729WGC	bam	alignments	ENCSR000EHE	ChIP-seq	Homo sapiens	CEBPB-human	773943061	GRCh38
ENCFF179SYB	bam	alignments	ENCSR396SKI	ChIP-seq	Homo sapiens	ZNF331-human	5023936314	GRCh38
ENCFF430RTC	bam	alignments	ENCSR396SKI	ChIP-seq	Homo sapiens	ZNF331-human	5080560296	GRCh38
ENCFF029SZC	bam	alignments	ENCSR000BMQ	ChIP-seq	Homo sapiens	EGR1-human	402367316	GRCh38
ENCFF735YIP	bam	alignments	ENCSR000BMQ	ChIP-seq	Homo sapiens	EGR1-human	696372991	GRCh38
ENCFF581JII	bam	alignments	ENCSR000BQG	ChIP-seq	Homo sapiens	SP2-human	922849491	GRCh38
ENCFF466ZYL	bam	alignments	ENCSR000BQG	ChIP-seq	Homo sapiens	SP2-human	951166122	GRCh38
ENCFF198CVB	bam	alignments	ENCSR000EGM	ChIP-seq	Homo sapiens	CTCF-human	876019621	GRCh38
ENCFF488CXC	bam	alignments	ENCSR000EGM	ChIP-seq	Homo sapiens	CTCF-human	910627192	GRCh38
ENCFF445RPP	bam	alignments	ENCSR260UJI	ChIP-seq	Homo sapiens	MBD1-human	954650286	GRCh38
ENCFF655ZAY	bam	alignments	ENCSR260UJI	ChIP-seq	Homo sapiens	MBD1-human	979178133	GRCh38
ENCFF799RPS	bam	alignments	ENCSR618GDK	ChIP-seq	Homo sapiens	CEBPZ-human	769223121	GRCh38
ENCFF576EDK	bam	alignments	ENCSR618GDK	ChIP-seq	Homo sapiens	CEBPZ-human	681034922	GRCh38
ENCFF545IDM	bam	alignments	ENCSR000DQW	ChIP-seq	Homo sapiens	CTCF-human	320670996	GRCh38
ENCFF993RDX	bam	alignments	ENCSR000DQW	ChIP-seq	Homo sapiens	CTCF-human	407458034	GRCh38
ENCFF023LTK	bam	alignments	ENCSR882ZTS	ChIP-seq	Homo sapiens	ZBTB11-human	3503752979	GRCh38
ENCFF649JMD	bam	alignments	ENCSR882ZTS	ChIP-seq	Homo sapiens	ZBTB11-human	4524321768	GRCh38
ENCFF339YFE	bam	alignments	ENCSR321MSF	ChIP-seq	Homo sapiens	ZBTB21-human	4773296352	GRCh38
ENCFF191BKS	bam	alignments	ENCSR321MSF	ChIP-seq	Homo sapiens	ZBTB21-human	5016259543	GRCh38
ENCFF695AWZ	bam	alignments	ENCSR986XYK	ChIP-seq	Homo sapiens	PKNOX1-human	6050735920	GRCh38
ENCFF557JBT	bam	alignments	ENCSR986XYK	ChIP-seq	Homo sapiens	PKNOX1-human	5610082999	GRCh38
ENCFF683OAK	bam	alignments	ENCSR000BMA	ChIP-seq	Homo sapiens	EP300-human	428515714	GRCh38
ENCFF546TVD	bam	alignments	ENCSR000BMA	ChIP-seq	Homo sapiens	EP300-human	615307515	GRCh38
ENCFF488YFS	bam	alignments	ENCSR076STQ	ChIP-seq	Homo sapiens	ZBTB44-human	6787609894	GRCh38
ENCFF013PWH	bam	alignments	ENCSR076STQ	ChIP-seq	Homo sapiens	ZBTB44-human	5507709507	GRCh38
ENCFF289YVM	bam	alignments	ENCSR000BNP	ChIP-seq	Homo sapiens	YY1-human	442490409	GRCh38
ENCFF163HDB	bam	alignments	ENCSR000BNP	ChIP-seq	Homo sapiens	YY1-human	639062899	GRCh38
ENCFF239VPD	bam	alignments	ENCSR021DJC	ChIP-seq	Homo sapiens	BCL11A-human	2826836903	GRCh38
ENCFF111JJX	bam	alignments	ENCSR021DJC	ChIP-seq	Homo sapiens	BCL11A-human	4152509225	GRCh38
ENCFF014DRH	bam	alignments	ENCSR000EZU	ChIP-seq	Homo sapiens	MYC-human	261569545	GRCh38
ENCFF553WMU	bam	alignments	ENCSR000EZU	ChIP-seq	Homo sapiens	MYC-human	367153153	GRCh38
ENCFF199XSZ	bam	alignments	ENCSR000EUL	ChIP-seq	Homo sapiens	NR2C2-human	483143173	GRCh38
ENCFF485BYB	bam	alignments	ENCSR000EUL	ChIP-seq	Homo sapiens	NR2C2-human	616534131	GRCh38
ENCFF880ODJ	bam	alignments	ENCSR138FUZ	ChIP-seq	Homo sapiens	RNF2-human	859812040	GRCh38
ENCFF726AYE	bam	alignments	ENCSR138FUZ	ChIP-seq	Homo sapiens	RNF2-human	837797765	GRCh38
ENCFF454MMY	bam	alignments	ENCSR000BNK	ChIP-seq	Homo sapiens	CTCFL-human	173515741	GRCh38
ENCFF310MOR	bam	alignments	ENCSR000BNK	ChIP-seq	Homo sapiens	CTCFL-human	358057678	GRCh38
ENCFF268CBK	bam	alignments	ENCSR137ZMQ	ChIP-seq	Homo sapiens	REST-human	7580253131	GRCh38
ENCFF253JTJ	bam	alignments	ENCSR137ZMQ	ChIP-seq	Homo sapiens	REST-human	6146180127	GRCh38
ENCFF364NWO	bam	alignments	ENCSR892DRK	ChIP-seq	Homo sapiens	REST-human	1157142826	GRCh38
ENCFF808ADX	bam	alignments	ENCSR892DRK	ChIP-seq	Homo sapiens	REST-human	4114422287	GRCh38
ENCFF905NBP	bam	alignments	ENCSR000DPF	ChIP-seq	Homo sapiens	CTCF-human	91884798	GRCh38
ENCFF677RAA	bam	alignments	ENCSR000DPF	ChIP-seq	Homo sapiens	CTCF-human	446974378	GRCh38
ENCFF356SGK	bam	alignments	ENCSR304AMN	ChIP-seq	Homo sapiens	IKZF3-human	3439334985	GRCh38
ENCFF651AZR	bam	alignments	ENCSR304AMN	ChIP-seq	Homo sapiens	IKZF3-human	3601722134	GRCh38
ENCFF951ITB	bam	alignments	ENCSR000FBC	ChIP-seq	Homo sapiens	STAT2-human	208193514	GRCh38
ENCFF876GQO	bam	alignments	ENCSR000FBC	ChIP-seq	Homo sapiens	STAT2-human	314736574	GRCh38
ENCFF069JAM	bam	alignments	ENCSR899JSO	ChIP-seq	Homo sapiens	CTCF-human	4269617818	GRCh38
ENCFF615LHE	bam	alignments	ENCSR000BNO	ChIP-seq	Homo sapiens	CTCF-human	670372018	GRCh38
ENCFF194DLC	bam	alignments	ENCSR000BNO	ChIP-seq	Homo sapiens	CTCF-human	818194425	GRCh38
ENCFF778KCK	bam	alignments	ENCSR797SWM	ChIP-seq	Homo sapiens	MITF-human	3498011102	GRCh38
ENCFF462VNN	bam	alignments	ENCSR797SWM	ChIP-seq	Homo sapiens	MITF-human	4158571398	GRCh38
ENCFF089WVR	bam	alignments	ENCSR217WRC	ChIP-seq	Homo sapiens	TSHZ1-human	5488565425	GRCh38
ENCFF978XJH	bam	alignments	ENCSR217WRC	ChIP-seq	Homo sapiens	TSHZ1-human	4593925674	GRCh38
ENCFF867AMO	bam	alignments	ENCSR492ZIW	ChIP-seq	Homo sapiens	CTCF-human	3778127159	GRCh38
ENCFF431WUY	bam	alignments	ENCSR000EFI	ChIP-seq	Homo sapiens	CTCF-human	580121956	GRCh38
ENCFF010FWV	bam	alignments	ENCSR000EFI	ChIP-seq	Homo sapiens	CTCF-human	636974258	GRCh38
ENCFF462BSP	bam	alignments	ENCSR681NOM	ChIP-seq	Homo sapiens	CEBPB-human	571228033	GRCh38
ENCFF787QFQ	bam	alignments	ENCSR681NOM	ChIP-seq	Homo sapiens	CEBPB-human	722146162	GRCh38
ENCFF542CFD	bam	alignments	ENCSR473SUA	ChIP-seq	Homo sapiens	ESRRA-human	809415520	GRCh38
ENCFF549LBG	bam	alignments	ENCSR473SUA	ChIP-seq	Homo sapiens	ESRRA-human	881318530	GRCh38
ENCFF423JON	bam	alignments	ENCSR945NFL	ChIP-seq	Homo sapiens	USF2-human	744105552	GRCh38
ENCFF496YWT	bam	alignments	ENCSR945NFL	ChIP-seq	Homo sapiens	USF2-human	639811257	GRCh38
ENCFF435DKZ	bam	alignments	ENCSR000BIE	ChIP-seq	Homo sapiens	CTCF-human	863391414	GRCh38
ENCFF178SXE	bam	alignments	ENCSR000BIE	ChIP-seq	Homo sapiens	CTCF-human	743760816	GRCh38
ENCFF303OPV	bam	alignments	ENCSR076EZB	ChIP-seq	Homo sapiens	KLF9-human	3147307808	GRCh38
ENCFF580LFA	bam	alignments	ENCSR076EZB	ChIP-seq	Homo sapiens	KLF9-human	5493504422	GRCh38
ENCFF723QZO	bam	alignments	ENCSR557RVF	ChIP-seq	Homo sapiens	ZHX1-human	780164998	GRCh38
ENCFF019PLG	bam	alignments	ENCSR557RVF	ChIP-seq	Homo sapiens	ZHX1-human	949517486	GRCh38
ENCFF790FNF	bam	alignments	ENCSR000BRK	ChIP-seq	Homo sapiens	TEAD4-human	1122993833	GRCh38
ENCFF516UTV	bam	alignments	ENCSR000BRK	ChIP-seq	Homo sapiens	TEAD4-human	1332696728	GRCh38
ENCFF135MMH	bam	alignments	ENCSR468IJT	ChIP-seq	Homo sapiens	SP7-human	5348385620	GRCh38
ENCFF082UFQ	bam	alignments	ENCSR468IJT	ChIP-seq	Homo sapiens	SP7-human	5285243828	GRCh38
ENCFF299JTX	bam	alignments	ENCSR000APF	ChIP-seq	Homo sapiens	CTCF-human	147195441	GRCh38
ENCFF803JSH	bam	alignments	ENCSR000APF	ChIP-seq	Homo sapiens	CTCF-human	706534403	GRCh38
ENCFF128DGJ	bam	alignments	ENCSR535DIA	ChIP-seq	Homo sapiens	GLIS2-human	4481420240	GRCh38
ENCFF120RXG	bam	alignments	ENCSR535DIA	ChIP-seq	Homo sapiens	GLIS2-human	5408272366	GRCh38
ENCFF445RHN	bam	alignments	ENCSR000DKY	ChIP-seq	Homo sapiens	CTCF-human	460765647	GRCh38
ENCFF581NBE	bam	alignments	ENCSR000DKY	ChIP-seq	Homo sapiens	CTCF-human	743658183	GRCh38
ENCFF796CGI	bam	alignments	ENCSR851BNE	ChIP-seq	Homo sapiens	MEIS2-human	6472876511	GRCh38
ENCFF031GGC	bam	alignments	ENCSR851BNE	ChIP-seq	Homo sapiens	MEIS2-human	7566410339	GRCh38
ENCFF455QSR	bam	alignments	ENCSR000BGF	ChIP-seq	Homo sapiens	REST-human	343341036	GRCh38
ENCFF876KTI	bam	alignments	ENCSR000BGF	ChIP-seq	Homo sapiens	REST-human	471465252	GRCh38
ENCFF545GLE	bam	alignments	ENCSR000EXZ	ChIP-seq	Homo sapiens	GATA3-human	721752667	GRCh38
ENCFF318YMR	bam	alignments	ENCSR000EXZ	ChIP-seq	Homo sapiens	GATA3-human	950489811	GRCh38
ENCFF103HWK	bam	alignments	ENCSR469WAO	ChIP-seq	Homo sapiens	CBX2-human	1066103310	GRCh38
ENCFF806FPG	bam	alignments	ENCSR469WAO	ChIP-seq	Homo sapiens	CBX2-human	1341341575	GRCh38
ENCFF396NXZ	bam	alignments	ENCSR267DFA	ChIP-seq	Homo sapiens	FOXA1-human	4295734765	GRCh38
ENCFF988UCQ	bam	alignments	ENCSR267DFA	ChIP-seq	Homo sapiens	FOXA1-human	4304293639	GRCh38
ENCFF198RTF	bam	alignments	ENCSR000FCC	ChIP-seq	Homo sapiens	NFE2-human	1065977334	GRCh38
ENCFF187ZET	bam	alignments	ENCSR000FCC	ChIP-seq	Homo sapiens	NFE2-human	1442824719	GRCh38
ENCFF056WAK	bam	alignments	ENCSR000BRO	ChIP-seq	Homo sapiens	MYBL2-human	914686277	GRCh38
ENCFF200PFF	bam	alignments	ENCSR000BRO	ChIP-seq	Homo sapiens	MYBL2-human	1179835985	GRCh38
ENCFF064EQH	bam	alignments	ENCSR513MGG	ChIP-seq	Homo sapiens	ZNF302-human	3443961941	GRCh38
ENCFF493TBA	bam	alignments	ENCSR513MGG	ChIP-seq	Homo sapiens	ZNF302-human	4194201458	GRCh38
ENCFF037KRM	bam	alignments	ENCSR348ONY	ChIP-seq	Homo sapiens	ZFP41-human	5771339184	GRCh38
ENCFF163LZX	bam	alignments	ENCSR348ONY	ChIP-seq	Homo sapiens	ZFP41-human	5757827924	GRCh38
ENCFF705QJT	bam	alignments	ENCSR217HTK	ChIP-seq	Homo sapiens	ATF2-human	2677653317	GRCh38
ENCFF739NWN	bam	alignments	ENCSR217HTK	ChIP-seq	Homo sapiens	ATF2-human	2879063235	GRCh38
ENCFF794NQC	bam	alignments	ENCSR000BVO	ChIP-seq	Homo sapiens	JUND-human	939515617	GRCh38
ENCFF511JPZ	bam	alignments	ENCSR000BVO	ChIP-seq	Homo sapiens	JUND-human	1446556281	GRCh38
ENCFF074GYD	bam	alignments	ENCSR000EEK	ChIP-seq	Homo sapiens	JUN-human	732174413	GRCh38
ENCFF122BQB	bam	alignments	ENCSR000EEK	ChIP-seq	Homo sapiens	JUN-human	754788283	GRCh38
ENCFF464LNE	bam	alignments	ENCSR417VWF	ChIP-seq	Homo sapiens	ZEB2-human	3972123160	GRCh38
ENCFF235WLU	bam	alignments	ENCSR417VWF	ChIP-seq	Homo sapiens	ZEB2-human	4132243944	GRCh38
ENCFF918CSI	bam	alignments	ENCSR782WRO	ChIP-seq	Homo sapiens	BMI1-human	829777510	GRCh38
ENCFF110FDC	bam	alignments	ENCSR782WRO	ChIP-seq	Homo sapiens	BMI1-human	951086608	GRCh38
ENCFF227TEG	bam	alignments	ENCSR194IJN	ChIP-seq	Homo sapiens	ZNF766-human	1125039299	GRCh38
ENCFF398UYF	bam	alignments	ENCSR194IJN	ChIP-seq	Homo sapiens	ZNF766-human	1141050630	GRCh38
ENCFF641NQL	bam	alignments	ENCSR157CAU	ChIP-seq	Homo sapiens	ZKSCAN1-human	918424237	GRCh38
ENCFF883UVV	bam	alignments	ENCSR157CAU	ChIP-seq	Homo sapiens	ZKSCAN1-human	1061085415	GRCh38
ENCFF590MQC	bam	alignments	ENCSR738SLS	ChIP-seq	Homo sapiens	ZNF449-human	4904004857	GRCh38
ENCFF399LLP	bam	alignments	ENCSR738SLS	ChIP-seq	Homo sapiens	ZNF449-human	3662303715	GRCh38
ENCFF652BBO	bam	alignments	ENCSR210MET	ChIP-seq	Homo sapiens	ZNF391-human	2289712331	GRCh38
ENCFF395PJR	bam	alignments	ENCSR210MET	ChIP-seq	Homo sapiens	ZNF391-human	4476585885	GRCh38
ENCFF805LSA	bam	alignments	ENCSR569XNP	ChIP-seq	Homo sapiens	FOS-human	5147427656	GRCh38
ENCFF530DVX	bam	alignments	ENCSR569XNP	ChIP-seq	Homo sapiens	FOS-human	6573755228	GRCh38
ENCFF325UFA	bam	alignments	ENCSR000BIW	ChIP-seq	Homo sapiens	GABPA-human	356890283	GRCh38
ENCFF932SAB	bam	alignments	ENCSR000BIW	ChIP-seq	Homo sapiens	GABPA-human	834961698	GRCh38
ENCFF600TNR	bam	alignments	ENCSR888XZK	ChIP-seq	Homo sapiens	TCF7L2-human	659318280	GRCh38
ENCFF425MJK	bam	alignments	ENCSR888XZK	ChIP-seq	Homo sapiens	TCF7L2-human	662948297	GRCh38
ENCFF035APX	bam	alignments	ENCSR279KDC	ChIP-seq	Homo sapiens	ZNF677-human	3201391082	GRCh38
ENCFF266SMZ	bam	alignments	ENCSR279KDC	ChIP-seq	Homo sapiens	ZNF677-human	3249792698	GRCh38
ENCFF582UQP	bam	alignments	ENCSR440COG	ChIP-seq	Homo sapiens	ZNF239-human	4009461634	GRCh38
ENCFF940EAU	bam	alignments	ENCSR440COG	ChIP-seq	Homo sapiens	ZNF239-human	4586788588	GRCh38
ENCFF676ZPL	bam	alignments	ENCSR000EUP	ChIP-seq	Homo sapiens	MAX-human	185921131	GRCh38
ENCFF853IGP	bam	alignments	ENCSR000EUP	ChIP-seq	Homo sapiens	MAX-human	214856369	GRCh38
ENCFF130UZR	bam	alignments	ENCSR093HXE	ChIP-seq	Homo sapiens	ZNF16-human	2781340543	GRCh38
ENCFF126ZOC	bam	alignments	ENCSR093HXE	ChIP-seq	Homo sapiens	ZNF16-human	3862122632	GRCh38
ENCFF475KUF	bam	alignments	ENCSR595FAO	ChIP-seq	Homo sapiens	ZNF510-human	4775830688	GRCh38
ENCFF762KOL	bam	alignments	ENCSR595FAO	ChIP-seq	Homo sapiens	ZNF510-human	7221649582	GRCh38
ENCFF820GHI	bam	alignments	ENCSR000DYG	ChIP-seq	Homo sapiens	MAX-human	801205900	GRCh38
ENCFF335MCG	bam	alignments	ENCSR003SZZ	ChIP-seq	Homo sapiens	CTCF-human	4161367426	GRCh38
ENCFF700AOV	bam	alignments	ENCSR770PQN	ChIP-seq	Homo sapiens	BCL11B-human	3040264100	GRCh38
ENCFF424CSY	bam	alignments	ENCSR770PQN	ChIP-seq	Homo sapiens	BCL11B-human	5249848816	GRCh38
ENCFF331BZT	bam	alignments	ENCSR000BNW	ChIP-seq	Homo sapiens	SIX5-human	816973410	GRCh38
ENCFF584HKJ	bam	alignments	ENCSR000BNW	ChIP-seq	Homo sapiens	SIX5-human	213561783	GRCh38
ENCFF907RHN	bam	alignments	ENCSR776MDR	ChIP-seq	Homo sapiens	ZNF577-human	4266642598	GRCh38
ENCFF369UDW	bam	alignments	ENCSR776MDR	ChIP-seq	Homo sapiens	ZNF577-human	6374794038	GRCh38
ENCFF015CKI	bam	alignments	ENCSR000BNA	ChIP-seq	Homo sapiens	ZBTB33-human	371897305	GRCh38
ENCFF148ZDV	bam	alignments	ENCSR000BNA	ChIP-seq	Homo sapiens	ZBTB33-human	699288859	GRCh38
ENCFF953PIE	bam	alignments	ENCSR745VSQ	ChIP-seq	Homo sapiens	GMEB2-human	1063126377	GRCh38
ENCFF417TWE	bam	alignments	ENCSR745VSQ	ChIP-seq	Homo sapiens	GMEB2-human	1051152011	GRCh38
ENCFF221FIU	bam	alignments	ENCSR397DQC	ChIP-seq	Homo sapiens	KLF16-human	5665345904	GRCh38
ENCFF988IKU	bam	alignments	ENCSR397DQC	ChIP-seq	Homo sapiens	KLF16-human	5937394744	GRCh38
